source_page_id,source_url,destination_url,relationship,anchor,current_or_proposed,reason
P-0589,/gemstones/sodalite/how-to-identify,/crystals/crystals-for-concentration,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0589,/gemstones/sodalite/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0590,/gemstones/sodalite/price-guide,/gemstones/sodalite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0590,/gemstones/sodalite/price-guide,/gemstones/sodalite/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0590,/gemstones/sodalite/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0590,/gemstones/sodalite/price-guide,/crystals/crystals-for-connection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0590,/gemstones/sodalite/price-guide,/crystals/crystals-for-concentration,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0590,/gemstones/sodalite/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0591,/gemstones/sodalite/combinations,/gemstones/sodalite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0591,/gemstones/sodalite/combinations,/gemstones/sodalite/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0591,/gemstones/sodalite/combinations,/gemstones/sodalite/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0591,/gemstones/sodalite/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0591,/gemstones/sodalite/combinations,/crystals/crystals-for-connection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0591,/gemstones/sodalite/combinations,/crystals/crystals-for-concentration,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0592,/gemstones/sodalite/affirmations,/gemstones/sodalite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0592,/gemstones/sodalite/affirmations,/gemstones/sodalite/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0592,/gemstones/sodalite/affirmations,/gemstones/sodalite/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0592,/gemstones/sodalite/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0592,/gemstones/sodalite/affirmations,/crystals/crystals-for-connection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0592,/gemstones/sodalite/affirmations,/crystals/crystals-for-concentration,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0593,/gemstones/strawberry-quartz/who-should-not-wear,/gemstones/strawberry-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0593,/gemstones/strawberry-quartz/who-should-not-wear,/gemstones/strawberry-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0593,/gemstones/strawberry-quartz/who-should-not-wear,/gemstones/strawberry-quartz/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0593,/gemstones/strawberry-quartz/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0594,/gemstones/strawberry-quartz/how-to-cleanse,/gemstones/strawberry-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0594,/gemstones/strawberry-quartz/how-to-cleanse,/gemstones/strawberry-quartz/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0594,/gemstones/strawberry-quartz/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0594,/gemstones/strawberry-quartz/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0595,/gemstones/strawberry-quartz/sleeping-with,/gemstones/strawberry-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0595,/gemstones/strawberry-quartz/sleeping-with,/gemstones/strawberry-quartz/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0595,/gemstones/strawberry-quartz/sleeping-with,/gemstones/strawberry-quartz/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0595,/gemstones/strawberry-quartz/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0596,/gemstones/strawberry-quartz/how-to-identify,/gemstones/strawberry-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0596,/gemstones/strawberry-quartz/how-to-identify,/gemstones/strawberry-quartz/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0596,/gemstones/strawberry-quartz/how-to-identify,/gemstones/strawberry-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0596,/gemstones/strawberry-quartz/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0596,/gemstones/strawberry-quartz/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0597,/gemstones/strawberry-quartz/price-guide,/gemstones/strawberry-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0597,/gemstones/strawberry-quartz/price-guide,/gemstones/strawberry-quartz/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0597,/gemstones/strawberry-quartz/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0597,/gemstones/strawberry-quartz/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0598,/gemstones/strawberry-quartz/combinations,/gemstones/strawberry-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0598,/gemstones/strawberry-quartz/combinations,/gemstones/strawberry-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0598,/gemstones/strawberry-quartz/combinations,/gemstones/strawberry-quartz/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0598,/gemstones/strawberry-quartz/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0599,/gemstones/strawberry-quartz/affirmations,/gemstones/strawberry-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0599,/gemstones/strawberry-quartz/affirmations,/gemstones/strawberry-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0599,/gemstones/strawberry-quartz/affirmations,/gemstones/strawberry-quartz/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0599,/gemstones/strawberry-quartz/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0600,/gemstones/sunstone/who-should-not-wear,/gemstones/sunstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0600,/gemstones/sunstone/who-should-not-wear,/gemstones/sunstone/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0600,/gemstones/sunstone/who-should-not-wear,/gemstones/sunstone/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0600,/gemstones/sunstone/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0601,/gemstones/sunstone/how-to-cleanse,/gemstones/sunstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0601,/gemstones/sunstone/how-to-cleanse,/gemstones/sunstone/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0601,/gemstones/sunstone/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0601,/gemstones/sunstone/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0602,/gemstones/sunstone/sleeping-with,/gemstones/sunstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0602,/gemstones/sunstone/sleeping-with,/gemstones/sunstone/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0602,/gemstones/sunstone/sleeping-with,/gemstones/sunstone/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0602,/gemstones/sunstone/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0603,/gemstones/sunstone/how-to-identify,/gemstones/sunstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0603,/gemstones/sunstone/how-to-identify,/gemstones/sunstone/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0603,/gemstones/sunstone/how-to-identify,/gemstones/sunstone/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0603,/gemstones/sunstone/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0603,/gemstones/sunstone/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0604,/gemstones/sunstone/price-guide,/gemstones/sunstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0604,/gemstones/sunstone/price-guide,/gemstones/sunstone/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0604,/gemstones/sunstone/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0604,/gemstones/sunstone/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0605,/gemstones/sunstone/combinations,/gemstones/sunstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0605,/gemstones/sunstone/combinations,/gemstones/sunstone/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0605,/gemstones/sunstone/combinations,/gemstones/sunstone/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0605,/gemstones/sunstone/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0606,/gemstones/sunstone/affirmations,/gemstones/sunstone,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0606,/gemstones/sunstone/affirmations,/gemstones/sunstone/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0606,/gemstones/sunstone/affirmations,/gemstones/sunstone/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0606,/gemstones/sunstone/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0607,/gemstones/tree-agate/who-should-not-wear,/gemstones/tree-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0607,/gemstones/tree-agate/who-should-not-wear,/gemstones/tree-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0607,/gemstones/tree-agate/who-should-not-wear,/gemstones/tree-agate/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0607,/gemstones/tree-agate/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0608,/gemstones/tree-agate/how-to-cleanse,/gemstones/tree-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0608,/gemstones/tree-agate/how-to-cleanse,/gemstones/tree-agate/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0608,/gemstones/tree-agate/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0608,/gemstones/tree-agate/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0609,/gemstones/tree-agate/can-go-in-water,/gemstones/tree-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0609,/gemstones/tree-agate/can-go-in-water,/gemstones/tree-agate/how-to-cleanse,sibling,(writer chooses descriptive anchor),proposed,water is one cleansing method among several
P-0609,/gemstones/tree-agate/can-go-in-water,/learn/what-crystals-can-go-in-water,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0609,/gemstones/tree-agate/can-go-in-water,/learn/salt-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,salt cleansing is the common follow-up question
P-0609,/gemstones/tree-agate/can-go-in-water,/learn/sun-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,sun charging after washing
P-0610,/gemstones/tree-agate/sleeping-with,/gemstones/tree-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0610,/gemstones/tree-agate/sleeping-with,/gemstones/tree-agate/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0610,/gemstones/tree-agate/sleeping-with,/gemstones/tree-agate/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0610,/gemstones/tree-agate/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0611,/gemstones/tree-agate/how-to-identify,/gemstones/tree-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0611,/gemstones/tree-agate/how-to-identify,/gemstones/tree-agate/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0611,/gemstones/tree-agate/how-to-identify,/gemstones/tree-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0611,/gemstones/tree-agate/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0611,/gemstones/tree-agate/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0612,/gemstones/tree-agate/price-guide,/gemstones/tree-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0612,/gemstones/tree-agate/price-guide,/gemstones/tree-agate/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0612,/gemstones/tree-agate/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0612,/gemstones/tree-agate/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0613,/gemstones/tree-agate/combinations,/gemstones/tree-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0613,/gemstones/tree-agate/combinations,/gemstones/tree-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0613,/gemstones/tree-agate/combinations,/gemstones/tree-agate/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0613,/gemstones/tree-agate/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0614,/gemstones/tree-agate/affirmations,/gemstones/tree-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0614,/gemstones/tree-agate/affirmations,/gemstones/tree-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0614,/gemstones/tree-agate/affirmations,/gemstones/tree-agate/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0614,/gemstones/tree-agate/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0615,/gemstones/white-agate/who-should-not-wear,/gemstones/white-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0615,/gemstones/white-agate/who-should-not-wear,/gemstones/white-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0615,/gemstones/white-agate/who-should-not-wear,/gemstones/white-agate/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0615,/gemstones/white-agate/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0616,/gemstones/white-agate/how-to-cleanse,/gemstones/white-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0616,/gemstones/white-agate/how-to-cleanse,/gemstones/white-agate/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0616,/gemstones/white-agate/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0616,/gemstones/white-agate/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0617,/gemstones/white-agate/can-go-in-water,/gemstones/white-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0617,/gemstones/white-agate/can-go-in-water,/gemstones/white-agate/how-to-cleanse,sibling,(writer chooses descriptive anchor),proposed,water is one cleansing method among several
P-0617,/gemstones/white-agate/can-go-in-water,/learn/what-crystals-can-go-in-water,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0617,/gemstones/white-agate/can-go-in-water,/learn/salt-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,salt cleansing is the common follow-up question
P-0617,/gemstones/white-agate/can-go-in-water,/learn/sun-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,sun charging after washing
P-0618,/gemstones/white-agate/sleeping-with,/gemstones/white-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0618,/gemstones/white-agate/sleeping-with,/gemstones/white-agate/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0618,/gemstones/white-agate/sleeping-with,/gemstones/white-agate/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0618,/gemstones/white-agate/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0619,/gemstones/white-agate/how-to-identify,/gemstones/white-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0619,/gemstones/white-agate/how-to-identify,/gemstones/white-agate/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0619,/gemstones/white-agate/how-to-identify,/gemstones/white-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0619,/gemstones/white-agate/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0619,/gemstones/white-agate/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0620,/gemstones/white-agate/price-guide,/gemstones/white-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0620,/gemstones/white-agate/price-guide,/gemstones/white-agate/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0620,/gemstones/white-agate/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0620,/gemstones/white-agate/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0621,/gemstones/white-agate/combinations,/gemstones/white-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0621,/gemstones/white-agate/combinations,/gemstones/white-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0621,/gemstones/white-agate/combinations,/gemstones/white-agate/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0621,/gemstones/white-agate/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0622,/gemstones/white-agate/affirmations,/gemstones/white-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0622,/gemstones/white-agate/affirmations,/gemstones/white-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0622,/gemstones/white-agate/affirmations,/gemstones/white-agate/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0622,/gemstones/white-agate/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0623,/gemstones/white-quartz/who-should-not-wear,/gemstones/white-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0623,/gemstones/white-quartz/who-should-not-wear,/gemstones/white-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0623,/gemstones/white-quartz/who-should-not-wear,/gemstones/white-quartz/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0623,/gemstones/white-quartz/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0624,/gemstones/white-quartz/how-to-cleanse,/gemstones/white-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0624,/gemstones/white-quartz/how-to-cleanse,/gemstones/white-quartz/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0624,/gemstones/white-quartz/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0624,/gemstones/white-quartz/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0625,/gemstones/white-quartz/can-go-in-water,/gemstones/white-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0625,/gemstones/white-quartz/can-go-in-water,/gemstones/white-quartz/how-to-cleanse,sibling,(writer chooses descriptive anchor),proposed,water is one cleansing method among several
P-0625,/gemstones/white-quartz/can-go-in-water,/learn/what-crystals-can-go-in-water,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0625,/gemstones/white-quartz/can-go-in-water,/learn/salt-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,salt cleansing is the common follow-up question
P-0625,/gemstones/white-quartz/can-go-in-water,/learn/sun-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,sun charging after washing
P-0626,/gemstones/white-quartz/sleeping-with,/gemstones/white-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0626,/gemstones/white-quartz/sleeping-with,/gemstones/white-quartz/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0626,/gemstones/white-quartz/sleeping-with,/gemstones/white-quartz/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0626,/gemstones/white-quartz/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0627,/gemstones/white-quartz/how-to-identify,/gemstones/white-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0627,/gemstones/white-quartz/how-to-identify,/gemstones/white-quartz/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0627,/gemstones/white-quartz/how-to-identify,/gemstones/white-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0627,/gemstones/white-quartz/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0627,/gemstones/white-quartz/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0628,/gemstones/white-quartz/price-guide,/gemstones/white-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0628,/gemstones/white-quartz/price-guide,/gemstones/white-quartz/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0628,/gemstones/white-quartz/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0628,/gemstones/white-quartz/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0629,/gemstones/white-quartz/combinations,/gemstones/white-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0629,/gemstones/white-quartz/combinations,/gemstones/white-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0629,/gemstones/white-quartz/combinations,/gemstones/white-quartz/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0629,/gemstones/white-quartz/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0630,/gemstones/white-quartz/affirmations,/gemstones/white-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0630,/gemstones/white-quartz/affirmations,/gemstones/white-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0630,/gemstones/white-quartz/affirmations,/gemstones/white-quartz/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0630,/gemstones/white-quartz/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0631,/crystals/crystals-for-anxiety,/gemstones,parent,(writer chooses descriptive anchor),proposed,stone directory with healing-power filter
P-0631,/crystals/crystals-for-anxiety,/learn/how-to-start-crystal-collection,lateral,(writer chooses descriptive anchor),proposed,beginner context
P-0631,/crystals/crystals-for-anxiety,/learn/how-to-cleanse-crystals,next-step,(writer chooses descriptive anchor),proposed,care after choosing
P-0632,/crystals/crystals-for-sleep,/gemstones,parent,(writer chooses descriptive anchor),proposed,stone directory with healing-power filter
P-0632,/crystals/crystals-for-sleep,/learn/how-to-start-crystal-collection,lateral,(writer chooses descriptive anchor),proposed,beginner context
P-0632,/crystals/crystals-for-sleep,/learn/how-to-cleanse-crystals,next-step,(writer chooses descriptive anchor),proposed,care after choosing
P-0632,/crystals/crystals-for-sleep,/learn/crystal-meditation,lateral,(writer chooses descriptive anchor),proposed,wind-down practice
P-0633,/crystals/crystals-for-protection,/gemstones,parent,(writer chooses descriptive anchor),proposed,stone directory with healing-power filter
P-0633,/crystals/crystals-for-protection,/learn/how-to-start-crystal-collection,lateral,(writer chooses descriptive anchor),proposed,beginner context
