url,guide,gap
/learn/chakra-crystals-guide,,The chakra system originates in Hindu and yogic texts; specific stone-chakra associations vary across traditions and lack a single canonical source. Assignments reflect widely used contemporary crystal practice conventions.
/learn/crystal-grids,,No peer-reviewed evidence for crystal grid efficacy; practice described as traditional and intentional throughout.
/learn/crystal-healing-science,,"The French studies (1999, Rome; 2001, Glasgow) were presented at conferences but never published in peer-reviewed journals. French himself acknowledged in 2021 that no peer-reviewed replication exists. The article states this limitation explicitly. A human editor may wish to commission a literature search for any subsequent published work on crystal healing placebo effects."
/learn/crystal-journaling,,No randomized controlled evidence specifically isolates crystal journaling as distinct from standard reflective journaling. Benefit attributed to the journaling component; crystal element is traditional.
/learn/crystal-meditation,,No randomized controlled evidence demonstrates that specific crystals enhance meditation outcomes beyond standard meditation effects; stated as tradition throughout.
/learn/crystal-pendulums,,No scientific evidence supports pendulum dowsing as a method of accessing external information beyond the user's own subconscious; stated clearly in the guide.
/learn/crystal-sprays,,No peer-reviewed evidence supports crystal-infused water producing effects beyond plain water; stated as tradition. Essential oil dilution rates follow published aromatherapy guidelines but dermatological sensitivity varies by individual.
/learn/ethical-crystal-sourcing,,No published study quantifies the proportion of retail crystal stock from high-risk supply chains. Child labor statistics in mica mining cited from published reporting rather than a single definitive primary study. No Fairtrade equivalent for decorative crystals verified as existing in 2026.
/learn/how-to-charge-crystals,,No controlled studies confirm that charging practices alter any measurable stone property. All charging descriptions reflect tradition. Specific sun-fading timescales for amethyst and rose quartz vary by specimen and UV intensity; no single published threshold is cited.
/learn/how-to-cleanse-crystals,,"No peer-reviewed study measures energy accumulation in crystals; the concept of energetic cleansing is tradition, stated as such throughout."
/learn/how-to-know-if-a-chakra-bracelet-is-real,,No single authoritative source defines a canonical correct stone assignment for each chakra position; assignments vary across traditions. Retail price ranges for chakra bracelets not confirmed from a single current US source; described qualitatively.
/learn/how-to-program-crystals,,No peer-reviewed evidence exists for crystal programming as a physical phenomenon; the process is a contemplative and intentional practice from crystal tradition.
/learn/how-to-start-crystal-collection,,"Retail price ranges omitted — prices vary too widely by grade, seller, and form to quote a number that would be accurate across sellers. Recommend a search at time of purchase."
/learn/sun-safe-crystals,,Aquamarine UV-fading rate varies by origin; precise exposure thresholds for most minerals are not published for retail specimens.
/learn/what-crystals-can-go-in-water,,Exact dissolution rates for selenite and calcite in standing versus running water not confirmed from a single primary source; stated conservatively.
