page_id,url,level,macro,seed,intent_id,frame,question,stone,status,priority,decision,drive_folder
P-0575,/gemstones/sapphire/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-sapphire-price-guide,Explanation,"How much does Sapphire cost, what drives its price, and how do I avoid overpaying?",sapphire,new,P3,draft,6 Gemstone Sub-pages
P-0576,/gemstones/sapphire/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-sapphire-combinations,Evaluation,"Which crystals pair well with Sapphire, for which goals, and which pairings to avoid?",sapphire,new,P3,draft,6 Gemstone Sub-pages
P-0577,/gemstones/sapphire/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-sapphire-affirmations,Instruction,Which affirmations suit Sapphire and how do I use them with the stone?,sapphire,new,P3,draft,6 Gemstone Sub-pages
P-0578,/gemstones/smoky-quartz/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-smoky-quartz-who-should-not-wear,Evaluation,"Who should be cautious about wearing Smoky Quartz, and why (physical safety, tradition, astrology)?",smoky-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0579,/gemstones/smoky-quartz/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-smoky-quartz-how-to-cleanse,Instruction,How do I cleanse and recharge Smoky Quartz without damaging it?,smoky-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0580,/gemstones/smoky-quartz/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-smoky-quartz-sleeping-with,Explanation,"Is it sensible to sleep with Smoky Quartz under the pillow or by the bed, and how is it done?",smoky-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0581,/gemstones/smoky-quartz/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-smoky-quartz-how-to-identify,Instruction,"How do I tell real Smoky Quartz from fakes, glass, dyed or imitation material?",smoky-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0582,/gemstones/smoky-quartz/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-smoky-quartz-price-guide,Explanation,"How much does Smoky Quartz cost, what drives its price, and how do I avoid overpaying?",smoky-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0583,/gemstones/smoky-quartz/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-smoky-quartz-combinations,Evaluation,"Which crystals pair well with Smoky Quartz, for which goals, and which pairings to avoid?",smoky-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0584,/gemstones/smoky-quartz/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-smoky-quartz-affirmations,Instruction,Which affirmations suit Smoky Quartz and how do I use them with the stone?,smoky-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0585,/gemstones/sodalite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-sodalite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Sodalite, and why (physical safety, tradition, astrology)?",sodalite,new,P3,draft,6 Gemstone Sub-pages
P-0586,/gemstones/sodalite/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-sodalite-how-to-cleanse,Instruction,How do I cleanse and recharge Sodalite without damaging it?,sodalite,new,P3,draft,6 Gemstone Sub-pages
P-0587,/gemstones/sodalite/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-sodalite-sleeping-with,Explanation,"Is it sensible to sleep with Sodalite under the pillow or by the bed, and how is it done?",sodalite,new,P3,draft,6 Gemstone Sub-pages
P-0588,/gemstones/sodalite/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-sodalite-meaning,Explanation,"What does Sodalite mean, what is it, and what is it traditionally used for?",sodalite,new,P3,draft,6 Gemstone Sub-pages
P-0589,/gemstones/sodalite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-sodalite-how-to-identify,Instruction,"How do I tell real Sodalite from fakes, glass, dyed or imitation material?",sodalite,new,P3,draft,6 Gemstone Sub-pages
P-0590,/gemstones/sodalite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-sodalite-price-guide,Explanation,"How much does Sodalite cost, what drives its price, and how do I avoid overpaying?",sodalite,new,P3,draft,6 Gemstone Sub-pages
P-0591,/gemstones/sodalite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-sodalite-combinations,Evaluation,"Which crystals pair well with Sodalite, for which goals, and which pairings to avoid?",sodalite,new,P3,draft,6 Gemstone Sub-pages
P-0592,/gemstones/sodalite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-sodalite-affirmations,Instruction,Which affirmations suit Sodalite and how do I use them with the stone?,sodalite,new,P3,draft,6 Gemstone Sub-pages
P-0593,/gemstones/strawberry-quartz/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-strawberry-quartz-who-should-not-wear,Evaluation,"Who should be cautious about wearing Strawberry Quartz, and why (physical safety, tradition, astrology)?",strawberry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0594,/gemstones/strawberry-quartz/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-strawberry-quartz-how-to-cleanse,Instruction,How do I cleanse and recharge Strawberry Quartz without damaging it?,strawberry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0595,/gemstones/strawberry-quartz/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-strawberry-quartz-sleeping-with,Explanation,"Is it sensible to sleep with Strawberry Quartz under the pillow or by the bed, and how is it done?",strawberry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0596,/gemstones/strawberry-quartz/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-strawberry-quartz-how-to-identify,Instruction,"How do I tell real Strawberry Quartz from fakes, glass, dyed or imitation material?",strawberry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0597,/gemstones/strawberry-quartz/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-strawberry-quartz-price-guide,Explanation,"How much does Strawberry Quartz cost, what drives its price, and how do I avoid overpaying?",strawberry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0598,/gemstones/strawberry-quartz/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-strawberry-quartz-combinations,Evaluation,"Which crystals pair well with Strawberry Quartz, for which goals, and which pairings to avoid?",strawberry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0599,/gemstones/strawberry-quartz/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-strawberry-quartz-affirmations,Instruction,Which affirmations suit Strawberry Quartz and how do I use them with the stone?,strawberry-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0600,/gemstones/sunstone/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-sunstone-who-should-not-wear,Evaluation,"Who should be cautious about wearing Sunstone, and why (physical safety, tradition, astrology)?",sunstone,new,P3,draft,6 Gemstone Sub-pages
P-0601,/gemstones/sunstone/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-sunstone-how-to-cleanse,Instruction,How do I cleanse and recharge Sunstone without damaging it?,sunstone,new,P3,draft,6 Gemstone Sub-pages
P-0602,/gemstones/sunstone/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-sunstone-sleeping-with,Explanation,"Is it sensible to sleep with Sunstone under the pillow or by the bed, and how is it done?",sunstone,new,P3,draft,6 Gemstone Sub-pages
P-0603,/gemstones/sunstone/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-sunstone-how-to-identify,Instruction,"How do I tell real Sunstone from fakes, glass, dyed or imitation material?",sunstone,new,P3,draft,6 Gemstone Sub-pages
P-0604,/gemstones/sunstone/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-sunstone-price-guide,Explanation,"How much does Sunstone cost, what drives its price, and how do I avoid overpaying?",sunstone,new,P3,draft,6 Gemstone Sub-pages
P-0605,/gemstones/sunstone/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-sunstone-combinations,Evaluation,"Which crystals pair well with Sunstone, for which goals, and which pairings to avoid?",sunstone,new,P3,draft,6 Gemstone Sub-pages
P-0606,/gemstones/sunstone/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-sunstone-affirmations,Instruction,Which affirmations suit Sunstone and how do I use them with the stone?,sunstone,new,P3,draft,6 Gemstone Sub-pages
P-0607,/gemstones/tree-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-tree-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Tree Agate, and why (physical safety, tradition, astrology)?",tree-agate,new,P3,draft,6 Gemstone Sub-pages
P-0608,/gemstones/tree-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-tree-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Tree Agate without damaging it?,tree-agate,new,P3,draft,6 Gemstone Sub-pages
P-0609,/gemstones/tree-agate/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-tree-agate-can-go-in-water,Explanation,"Can Tree Agate go in water safely, and how should it be cleaned without damage?",tree-agate,new,P3,draft,6 Gemstone Sub-pages
P-0610,/gemstones/tree-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-tree-agate-sleeping-with,Explanation,"Is it sensible to sleep with Tree Agate under the pillow or by the bed, and how is it done?",tree-agate,new,P3,draft,6 Gemstone Sub-pages
P-0611,/gemstones/tree-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-tree-agate-how-to-identify,Instruction,"How do I tell real Tree Agate from fakes, glass, dyed or imitation material?",tree-agate,new,P3,draft,6 Gemstone Sub-pages
P-0612,/gemstones/tree-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-tree-agate-price-guide,Explanation,"How much does Tree Agate cost, what drives its price, and how do I avoid overpaying?",tree-agate,new,P3,draft,6 Gemstone Sub-pages
P-0613,/gemstones/tree-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-tree-agate-combinations,Evaluation,"Which crystals pair well with Tree Agate, for which goals, and which pairings to avoid?",tree-agate,new,P3,draft,6 Gemstone Sub-pages
P-0614,/gemstones/tree-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-tree-agate-affirmations,Instruction,Which affirmations suit Tree Agate and how do I use them with the stone?,tree-agate,new,P3,draft,6 Gemstone Sub-pages
P-0615,/gemstones/white-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-white-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing White Agate, and why (physical safety, tradition, astrology)?",white-agate,new,P3,draft,6 Gemstone Sub-pages
P-0616,/gemstones/white-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-white-agate-how-to-cleanse,Instruction,How do I cleanse and recharge White Agate without damaging it?,white-agate,new,P3,draft,6 Gemstone Sub-pages
P-0617,/gemstones/white-agate/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-white-agate-can-go-in-water,Explanation,"Can White Agate go in water safely, and how should it be cleaned without damage?",white-agate,new,P3,draft,6 Gemstone Sub-pages
P-0618,/gemstones/white-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-white-agate-sleeping-with,Explanation,"Is it sensible to sleep with White Agate under the pillow or by the bed, and how is it done?",white-agate,new,P3,draft,6 Gemstone Sub-pages
P-0619,/gemstones/white-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-white-agate-how-to-identify,Instruction,"How do I tell real White Agate from fakes, glass, dyed or imitation material?",white-agate,new,P3,draft,6 Gemstone Sub-pages
P-0620,/gemstones/white-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-white-agate-price-guide,Explanation,"How much does White Agate cost, what drives its price, and how do I avoid overpaying?",white-agate,new,P3,draft,6 Gemstone Sub-pages
P-0621,/gemstones/white-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-white-agate-combinations,Evaluation,"Which crystals pair well with White Agate, for which goals, and which pairings to avoid?",white-agate,new,P3,draft,6 Gemstone Sub-pages
P-0622,/gemstones/white-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-white-agate-affirmations,Instruction,Which affirmations suit White Agate and how do I use them with the stone?,white-agate,new,P3,draft,6 Gemstone Sub-pages
P-0623,/gemstones/white-quartz/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-white-quartz-who-should-not-wear,Evaluation,"Who should be cautious about wearing White Quartz, and why (physical safety, tradition, astrology)?",white-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0624,/gemstones/white-quartz/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-white-quartz-how-to-cleanse,Instruction,How do I cleanse and recharge White Quartz without damaging it?,white-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0625,/gemstones/white-quartz/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-white-quartz-can-go-in-water,Explanation,"Can White Quartz go in water safely, and how should it be cleaned without damage?",white-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0626,/gemstones/white-quartz/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-white-quartz-sleeping-with,Explanation,"Is it sensible to sleep with White Quartz under the pillow or by the bed, and how is it done?",white-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0627,/gemstones/white-quartz/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-white-quartz-how-to-identify,Instruction,"How do I tell real White Quartz from fakes, glass, dyed or imitation material?",white-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0628,/gemstones/white-quartz/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-white-quartz-price-guide,Explanation,"How much does White Quartz cost, what drives its price, and how do I avoid overpaying?",white-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0629,/gemstones/white-quartz/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-white-quartz-combinations,Evaluation,"Which crystals pair well with White Quartz, for which goals, and which pairings to avoid?",white-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0630,/gemstones/white-quartz/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-white-quartz-affirmations,Instruction,Which affirmations suit White Quartz and how do I use them with the stone?,white-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0631,/crystals/crystals-for-anxiety,Node,M2 Crystals by Purpose,S2.1 Emotional wellbeing,INT-crystals-crystals-for-anxiety,Evaluation,Best Crystals for Anxiety: Complete Guide,,rewrite,MEDIUM,draft,1 Crystals For (purpose guides)
P-0632,/crystals/crystals-for-sleep,Node,M2 Crystals by Purpose,S2.1 Emotional wellbeing,INT-crystals-crystals-for-sleep,Evaluation,Best Crystals for Sleep: Complete Guide,,rewrite+consolidate,MEDIUM,draft,1 Crystals For (purpose guides)
P-0633,/crystals/crystals-for-protection,Node,M2 Crystals by Purpose,S2.3 Protection and grounding,INT-crystals-crystals-for-protection,Evaluation,Best Crystals for Protection: Complete Guide,,rewrite,MEDIUM,draft,1 Crystals For (purpose guides)
P-0634,/crystals/crystals-for-love,Node,M2 Crystals by Purpose,S2.2 Relationships,INT-crystals-crystals-for-love,Evaluation,Best Crystals for Love: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0635,/crystals/crystals-for-grief,Node,M2 Crystals by Purpose,S2.1 Emotional wellbeing,INT-crystals-crystals-for-grief,Evaluation,Best Crystals for Grief: Complete Guide,,rewrite,MEDIUM,draft,1 Crystals For (purpose guides)
P-0636,/crystals/crystals-for-concentration,Node,M2 Crystals by Purpose,"S2.4 Confidence, focus and success",INT-crystals-crystals-for-concentration,Evaluation,Best Crystals for Concentration: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0637,/crystals/crystals-for-money,Node,M2 Crystals by Purpose,"S2.4 Confidence, focus and success",INT-crystals-crystals-for-money,Evaluation,Best Crystals for Money: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0638,/crystals/crystals-for-confidence,Node,M2 Crystals by Purpose,"S2.4 Confidence, focus and success",INT-crystals-crystals-for-confidence,Evaluation,Best Crystals for Confidence: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0639,/crystals/crystals-for-meditation,Node,M2 Crystals by Purpose,S2.5 Practice and spirituality,INT-crystals-crystals-for-meditation,Evaluation,Best Crystals for Meditation: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0640,/crystals/crystals-for-healing,Node,M2 Crystals by Purpose,S2.5 Practice and spirituality,INT-crystals-crystals-for-healing,Evaluation,Best Crystals for Healing: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0641,/crystals/crystals-for-creativity,Node,M2 Crystals by Purpose,"S2.4 Confidence, focus and success",INT-crystals-crystals-for-creativity,Evaluation,Best Crystals for Creativity: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0642,/crystals/crystals-for-grounding,Node,M2 Crystals by Purpose,S2.3 Protection and grounding,INT-crystals-crystals-for-grounding,Evaluation,Best Crystals for Grounding: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0643,/crystals/crystals-for-pregnancy,Node,M2 Crystals by Purpose,S2.1 Emotional wellbeing,INT-crystals-crystals-for-pregnancy,Evaluation,Best Crystals for Pregnancy: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0644,/crystals/crystals-for-students,Node,M2 Crystals by Purpose,"S2.4 Confidence, focus and success",INT-crystals-crystals-for-students,Evaluation,Best Crystals for Students: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0645,/crystals/crystals-for-travel,Node,M2 Crystals by Purpose,S2.3 Protection and grounding,INT-crystals-crystals-for-travel,Evaluation,Best Crystals for Travel: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0646,/crystals/crystals-for-beginners,Node,M2 Crystals by Purpose,S2.5 Practice and spirituality,INT-crystals-crystals-for-beginners,Evaluation,Best Crystals for Beginners: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0647,/crystals/crystals-for-new-home,Node,M2 Crystals by Purpose,S2.3 Protection and grounding,INT-crystals-crystals-for-new-home,Evaluation,Best Crystals for New Home: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0648,/crystals/crystals-for-workplace,Node,M2 Crystals by Purpose,"S2.4 Confidence, focus and success",INT-crystals-crystals-for-workplace,Evaluation,Best Crystals for Workplace: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0649,/crystals/crystals-for-jealousy,Node,M2 Crystals by Purpose,S2.2 Relationships,INT-crystals-crystals-for-jealousy,Evaluation,Best Crystals for Jealousy: Complete Guide,,rewrite,MEDIUM,draft,1 Crystals For (purpose guides)
P-0650,/crystals/crystals-for-independence,Node,M2 Crystals by Purpose,"S2.4 Confidence, focus and success",INT-crystals-crystals-for-independence,Evaluation,Best Crystals for Independence: Complete Guide,,rewrite,MEDIUM,draft,1 Crystals For (purpose guides)
P-0651,/crystals/crystals-for-tarot,Node,M2 Crystals by Purpose,S2.5 Practice and spirituality,INT-crystals-crystals-for-tarot,Evaluation,Best Crystals for Tarot: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0652,/crystals/crystals-for-self-love,Node,M2 Crystals by Purpose,S2.1 Emotional wellbeing,INT-crystals-crystals-for-self-love,Evaluation,Best Crystals for Self-Love: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0653,/crystals/crystals-for-nightmares,Node,M2 Crystals by Purpose,S2.1 Emotional wellbeing,INT-crystals-crystals-for-nightmares,Evaluation,Best Crystals for Nightmares: Complete Guide,,new,MEDIUM,draft,1 Crystals For (purpose guides)
P-0654,/crystals/crystals-for-nurses,Node,M2 Crystals by Purpose,"S2.4 Confidence, focus and success",INT-crystals-crystals-for-nurses,Evaluation,Best Crystals for Nurses: Complete Guide,,rewrite,MEDIUM,draft,1 Crystals For (purpose guides)
P-0655,/crystals/crystals-for-connection,Node,M2 Crystals by Purpose,S2.2 Relationships,INT-crystals-crystals-for-connection,Evaluation,Best Crystals for Connection: Complete Guide,,rewrite,MEDIUM,draft,1 Crystals For (purpose guides)
P-0656,/crystals/citrine-and-amethyst-together,Node,M5 Crystal Combinations,S5.citrine,INT-crystals-citrine-and-amethyst-together,Evaluation,Citrine and Amethyst Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0657,/crystals/rose-quartz-and-amethyst-together,Node,M5 Crystal Combinations,S5.rose-quartz,INT-crystals-rose-quartz-and-amethyst-together,Evaluation,Rose Quartz and Amethyst Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0658,/crystals/black-tourmaline-and-amethyst-together,Node,M5 Crystal Combinations,S5.black-tourmaline,INT-crystals-black-tourmaline-and-amethyst-together,Evaluation,Black Tourmaline and Amethyst Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0659,/crystals/turquoise-and-amethyst-together,Node,M5 Crystal Combinations,S5.turquoise,INT-crystals-turquoise-and-amethyst-together,Evaluation,Turquoise and Amethyst Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0660,/crystals/tiger-eye-and-citrine-together,Node,M5 Crystal Combinations,S5.tiger-eye,INT-crystals-tiger-eye-and-citrine-together,Evaluation,Tiger Eye and Citrine Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0661,/crystals/moldavite-and-rose-quartz-together,Node,M5 Crystal Combinations,S5.moldavite,INT-crystals-moldavite-and-rose-quartz-together,Evaluation,Moldavite and Rose Quartz Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0662,/crystals/pyrite-and-citrine-together,Node,M5 Crystal Combinations,S5.pyrite,INT-crystals-pyrite-and-citrine-together,Evaluation,Pyrite and Citrine Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0663,/crystals/lapis-lazuli-and-amethyst-together,Node,M5 Crystal Combinations,S5.lapis-lazuli,INT-crystals-lapis-lazuli-and-amethyst-together,Evaluation,Lapis Lazuli and Amethyst Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0664,/crystals/obsidian-and-black-tourmaline-together,Node,M5 Crystal Combinations,S5.obsidian,INT-crystals-obsidian-and-black-tourmaline-together,Evaluation,Obsidian and Black Tourmaline Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0665,/crystals/selenite-and-amethyst-together,Node,M5 Crystal Combinations,S5.selenite,INT-crystals-selenite-and-amethyst-together,Evaluation,Selenite and Amethyst Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0666,/crystals/carnelian-and-citrine-together,Node,M5 Crystal Combinations,S5.carnelian,INT-crystals-carnelian-and-citrine-together,Evaluation,Carnelian and Citrine Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0667,/crystals/moonstone-and-labradorite-together,Node,M5 Crystal Combinations,S5.moonstone,INT-crystals-moonstone-and-labradorite-together,Evaluation,Moonstone and Labradorite Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0668,/crystals/rose-quartz-and-citrine-together,Node,M5 Crystal Combinations,S5.rose-quartz,INT-crystals-rose-quartz-and-citrine-together,Evaluation,Rose Quartz and Citrine Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0669,/crystals/jade-and-pyrite-together,Node,M5 Crystal Combinations,S5.jade,INT-crystals-jade-and-pyrite-together,Evaluation,Jade and Pyrite Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0670,/crystals/amethyst-and-clear-quartz-together,Node,M5 Crystal Combinations,S5.amethyst,INT-crystals-amethyst-and-clear-quartz-together,Evaluation,Amethyst and Clear Quartz Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0671,/crystals/hematite-and-black-tourmaline-together,Node,M5 Crystal Combinations,S5.hematite,INT-crystals-hematite-and-black-tourmaline-together,Evaluation,Hematite and Black Tourmaline Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0672,/crystals/aventurine-and-citrine-together,Node,M5 Crystal Combinations,S5.aventurine,INT-crystals-aventurine-and-citrine-together,Evaluation,Aventurine and Citrine Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0673,/crystals/lapis-lazuli-and-sodalite-together,Node,M5 Crystal Combinations,S5.lapis-lazuli,INT-crystals-lapis-lazuli-and-sodalite-together,Evaluation,Lapis Lazuli and Sodalite Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0674,/crystals/rose-quartz-and-rhodonite-together,Node,M5 Crystal Combinations,S5.rose-quartz,INT-crystals-rose-quartz-and-rhodonite-together,Evaluation,Rose Quartz and Rhodonite Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0675,/crystals/tiger-eye-and-hematite-together,Node,M5 Crystal Combinations,S5.tiger-eye,INT-crystals-tiger-eye-and-hematite-together,Evaluation,Tiger Eye and Hematite Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0676,/crystals/moldavite-and-herkimer-diamond-together,Node,M5 Crystal Combinations,S5.moldavite,INT-crystals-moldavite-and-herkimer-diamond-together,Evaluation,Moldavite and Herkimer Diamond Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0677,/crystals/moldavite-and-black-tourmaline-together,Node,M5 Crystal Combinations,S5.moldavite,INT-crystals-moldavite-and-black-tourmaline-together,Evaluation,Moldavite and Black Tourmaline Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0678,/crystals/moldavite-and-amethyst-together,Node,M5 Crystal Combinations,S5.moldavite,INT-crystals-moldavite-and-amethyst-together,Evaluation,Moldavite and Amethyst Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0679,/crystals/moldavite-and-citrine-together,Node,M5 Crystal Combinations,S5.moldavite,INT-crystals-moldavite-and-citrine-together,Evaluation,Moldavite and Citrine Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0680,/crystals/rose-quartz-and-moonstone-together,Node,M5 Crystal Combinations,S5.rose-quartz,INT-crystals-rose-quartz-and-moonstone-together,Evaluation,Rose Quartz and Moonstone Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0681,/crystals/carnelian-and-rose-quartz-together,Node,M5 Crystal Combinations,S5.carnelian,INT-crystals-carnelian-and-rose-quartz-together,Evaluation,Carnelian and Rose Quartz Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0682,/crystals/selenite-and-black-tourmaline-together,Node,M5 Crystal Combinations,S5.selenite,INT-crystals-selenite-and-black-tourmaline-together,Evaluation,Selenite and Black Tourmaline Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0683,/crystals/amethyst-and-moonstone-together,Node,M5 Crystal Combinations,S5.amethyst,INT-crystals-amethyst-and-moonstone-together,Evaluation,Amethyst and Moonstone Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
P-0684,/crystals/citrine-and-pyrite-together,Node,M5 Crystal Combinations,S5.citrine,INT-crystals-citrine-and-pyrite-together,Evaluation,Citrine and Pyrite Together: Meaning & Benefits,,new,MEDIUM,draft,2 Crystal Pairs
